"zip","fire1","fire2","brush_fire","water_weather","water_nonweather","wind","hail","lightning","theft","liability","hurricane","other"
"11752",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.4257,1.8685
"11753",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7096,0.7613
"11754",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,5.6914,1.8685
"11755",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,4.7096,1.8685
"11756",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,1.7837
"11757",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,5.4257,0.7613
"11758",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11762",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,5.4257,0.7613
"11763",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,4.7096,1.8685
"11764",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.6914,1.8685
"11765",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"11766",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.6914,1.8685
"11767",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7096,1.8685
"11768",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,5.6914,1.8685
"11769",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,7.0963,1.8685
"11770",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.4257,1.8685
"11771",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"11772",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.8685
"11776",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,1.62,4.7096,1.8685
"11777",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.6914,1.8685
"11778",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,5.6914,1.8685
"11779",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,4.7096,1.8685
"11780",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,5.6914,1.8685
"11782",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,7.0963,1.8685
"11783",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11784",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,4.7096,1.8685
"11786",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,5.6914,1.2948
"11787",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7096,1.8685
"11788",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,1.8685
"11789",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,5.6914,1.8685
"11790",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,1.62,5.6914,1.8685
"11791",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7096,1.7837
"11792",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,5.6914,1.2948
"11793",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11795",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,5.4257,1.7837
"11796",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,7.0963,1.8685
"11797",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,5.6914,1.7837
"11798",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,1.8685
"11801",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,0.7613
"11803",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7096,1.7837
"11804",1.0958,1.0958,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,1.7837
"11901",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,5.6914,1.2948
"11930",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11931",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,5.6914,1.2948
"11932",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11933",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,5.6914,1.2948
"11934",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11935",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11937",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11939",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11940",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11941",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11942",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11944",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11946",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11947",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,5.6914,1.2948
"11948",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11949",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,5.6914,1.2948
"11950",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,5.6914,1.2948
"11951",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,7.0963,1.2948
"11952",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11953",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,4.7096,1.8685
"11954",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11955",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11956",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11957",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11958",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11959",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11960",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.8685
"11961",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,4.7096,1.2948
"11962",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11963",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11964",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11965",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11967",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.2948
"11968",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11970",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11971",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11972",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.8685
"11975",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11976",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11977",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11978",1.3625,1.3625,1,1.3433,1.3968,1.3251,1.8119,1.2463,0.896,0.8979,8.2194,1.2948
"11980",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,4.7096,1.2948
"12007",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12008",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.5762,0.7474,0,1.5463
"12009",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.4693,0,0.9276
"12010",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.7474,0,1.5463
"12015",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.6613,0,0.9276
"12017",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,0.9276
"12018",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.8851,0.7474,0,1.5463
"12019",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12020",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.5762,0.7474,0,1.5463
"12022",0.7593,0.7593,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12023",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12024",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12025",0.7593,0.7593,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12027",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.5762,0.7474,0,1.5463
"12028",0.7593,0.7593,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.7474,0,1.5463
"12029",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,0.9276
"12031",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12032",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12033",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.8851,0.4693,0,1.5463
"12035",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12036",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12037",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12040",0.7593,0.7593,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12041",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12042",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12043",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12045",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12046",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12047",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12050",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12051",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.6613,0,0.9276
"12052",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.8851,0.7474,0,1.5463
"12053",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,1.5463
"12054",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.4693,0,0.9276
"12055",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12056",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,1.5463
"12057",0.7593,0.7593,1,0.8187,1,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12058",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.6613,0,0.9276
"12059",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12060",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,0.9276
"12061",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12062",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12063",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12064",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12065",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.5762,0.7474,0,1.5463
"12066",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12067",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12068",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12069",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.7474,0,1.5463
"12070",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12071",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12072",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12074",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12075",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12076",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12077",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.4693,0,0.9276
"12078",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12082",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.8851,0.7474,0,1.5463
"12083",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12084",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12085",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.4693,0,0.9276
"12086",0.7593,0.7593,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12087",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12089",0.7593,0.7593,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12090",0.7593,0.7593,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12092",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12093",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12094",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.7474,0,1.5463
"12095",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12106",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12107",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.4693,0,0.9276
"12108",0.7593,0.7593,1,1.2898,1,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12110",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12115",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12116",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12117",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12118",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.5762,0.7474,0,1.5463
"12120",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12121",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.7474,0,1.5463
"12122",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12123",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12124",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12125",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12130",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12131",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12132",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12134",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12136",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12137",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12138",0.7593,0.7593,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12139",0.7593,0.7593,1,1.2898,1,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12140",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12143",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12144",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.8851,0.4693,0,1.5463
"12147",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12148",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.5762,0.7474,0,1.5463
"12149",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12150",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12151",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.5762,0.7474,0,1.5463
"12153",0.7593,0.7593,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.7474,0,1.5463
"12154",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.5762,0.4693,0,1.5463
"12155",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12156",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12157",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12158",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12159",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.4693,0,0.9276
"12160",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12161",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12164",0.7593,0.7593,1,1.2898,1,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12165",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12166",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12167",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12168",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12169",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.7474,0,1.5463
"12170",0.7593,0.7593,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.5762,0.7474,0,1.5463
"12172",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12173",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12174",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12175",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12176",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12177",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12180",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.8851,0.7474,0,1.5463
"12182",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.8851,0.7474,0,1.5463
"12183",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12184",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12185",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.5762,0.7474,0,1.5463
"12186",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.4693,0,0.9276
"12187",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12188",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.5762,0.7474,0,1.5463
"12189",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12190",0.8662,0.8662,1,1.2898,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,1.5463
"12192",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,0.9276
"12193",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.8851,0.4693,0,0.9276
"12194",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12196",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12197",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,0.5762,0.4693,0,0.9276
"12198",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.4693,0,1.5463
"12202",1.3665,1.3665,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.5366,0,0.9276
"12203",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12204",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,0.9276
"12205",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12206",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12207",1.3665,1.3665,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.5366,0,0.9276
"12208",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.4693,0,1.5463
"12209",1.3665,1.3665,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.5366,0,0.9276
"12210",1.3665,1.3665,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.5366,0,0.9276
"12211",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12223",1.3665,1.3665,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.5366,0,0.9276
"12226",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12247",1.3665,1.3665,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.5366,0,0.9276
"12260",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12302",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12303",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12304",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
"12305",0.8662,0.8662,1,0.8187,1.0898,1.0252,2.0503,1.0595,0.8851,0.7474,0,1.5463
